"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"EC","GO:0045333","cellular respiration","13/288","336/18860",0.0386904761904762,2.53368882275132,3.5323663724319,0.00207265260186032,0.0319012104720374,0.0260230470011847,"4705/8050/2203/1737/4709/1291/57103/9555/23788/6648/55753/847/5224",13
"EC","GO:0009060","aerobic respiration","12/288","297/18860",0.0404040404040404,2.64590347923681,3.5602848172089,0.00213454775331935,0.0325833961299689,0.0265795321369273,"4705/8050/2203/1737/4709/1291/57103/9555/23788/55753/847/5224",12
"EC","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","4/288","36/18860",0.111111111111111,7.27623456790124,4.69375802070256,0.00213499167343174,0.0325833961299689,0.0265795321369273,"3315/2876/2247/6648",4
"EC","GO:0036465","synaptic vesicle recycling","6/288","87/18860",0.0689655172413793,4.51628352490421,4.09357648014494,0.00216028454110344,0.0328308789292906,0.0267814133954576,"824/9829/8867/8120/8943/26052",6
"EC","GO:0042886","amide transport","13/288","338/18860",0.0384615384615385,2.51869658119658,3.50842067909338,0.00218262346989306,0.0330315861531515,0.026945138014139,"2697/6717/2244/2746/2243/5798/2266/5715/5581/23236/1113/9255/1363",13
"EC","GO:0030042","actin filament depolymerization","5/288","60/18860",0.0833333333333333,5.45717592592593,4.30608614034608,0.00220661060026024,0.0332554605880887,0.027127761019866,"120/11034/822/88/85477",5
"EC","GO:0071248","cellular response to metal ion","9/288","186/18860",0.0483870967741935,3.16868279569892,3.70134924781097,0.00229193614299658,0.034398062361903,0.0280598253278856,"288/2203/84557/8895/7184/57103/811/3208/1742",9
"EC","GO:0051051","negative regulation of transport","16/288","468/18860",0.0341880341880342,2.23884140550807,3.37948401289434,0.00236072725361743,0.0352275842834653,0.028736498332888,"2697/3958/11151/7529/302/301/288/5715/3685/5581/10971/8301/29934/1742/1113/88",16
"EC","GO:0034113","heterotypic cell-cell adhesion","5/288","61/18860",0.0819672131147541,5.36771402550091,4.25478848837984,0.00237413516344151,0.0352275842834653,0.028736498332888,"2244/2243/2266/3685/3679",5
"EC","GO:0016052","carbohydrate catabolic process","9/288","187/18860",0.0481283422459893,3.15173796791444,3.68238654017317,0.00237642537051853,0.0352275842834653,0.028736498332888,"55276/2203/1291/57103/23788/55753/56270/5224/6652",9
"EC","GO:0002921","negative regulation of humoral immune response","3/288","18/18860",0.166666666666667,10.9143518518519,5.24038647439784,0.00242600779126614,0.0353825410524582,0.028862902542101,"710/1191/2",3
"EC","GO:0014072","response to isoquinoline alkaloid","3/288","18/18860",0.166666666666667,10.9143518518519,5.24038647439784,0.00242600779126614,0.0353825410524582,0.028862902542101,"84152/5520/5581",3
"EC","GO:0035973","aggrephagy","3/288","18/18860",0.166666666666667,10.9143518518519,5.24038647439784,0.00242600779126614,0.0353825410524582,0.028862902542101,"9531/1457/26353",3
"EC","GO:0072378","blood coagulation, fibrin clot formation","3/288","18/18860",0.166666666666667,10.9143518518519,5.24038647439784,0.00242600779126614,0.0353825410524582,0.028862902542101,"2244/2243/2266",3
"EC","GO:0034614","cellular response to reactive oxygen species","8/288","153/18860",0.0522875816993464,3.4241103848947,3.7490589647933,0.00246401984345678,0.0356494390951327,0.0290806215629868,"6649/7168/84557/5052/6648/6416/847/9283",8
"EC","GO:0046165","alcohol biosynthetic process","8/288","153/18860",0.0522875816993464,3.4241103848947,3.7490589647933,0.00246401984345678,0.0356494390951327,0.0290806215629868,"5092/6697/5594/51477/4597/27122/1727/3612",8
"EC","GO:0051222","positive regulation of protein transport","11/288","263/18860",0.0418250950570342,2.73896282213773,3.53649430070002,0.00247660023760706,0.0356886974479073,0.0291126461145422,"9531/2244/2746/2243/2266/5715/10059/5581/3320/23236/399687",11
"EC","GO:0009259","ribonucleotide metabolic process","14/288","385/18860",0.0363636363636364,2.38131313131313,3.41001679723084,0.00250479333499426,0.0359517360820407,0.0293272168671216,"4705/2203/29789/10606/4709/318/1291/57103/10059/23788/55753/3303/3304/5224",14
"EC","GO:0071709","membrane assembly","5/288","62/18860",0.0806451612903226,5.28113799283154,4.20460773884932,0.00255071694646256,0.0363226110053349,0.0296297538372754,"302/288/6281/91782/1291",5
"EC","GO:1900024","regulation of substrate adhesion-dependent cell spreading","5/288","62/18860",0.0806451612903226,5.28113799283154,4.20460773884932,0.00255071694646256,0.0363226110053349,0.0296297538372754,"2244/6281/2243/2266/811",5
"EC","GO:0001932","regulation of protein phosphorylation","14/288","387/18860",0.0361757105943152,2.36900660350273,3.38858627158419,0.00262493643582381,0.0372329219151949,0.0303723295340108,"3315/7532/718/7164/10920/9146/22843/1991/2247/5594/408/5217/171024/5300",14
"EC","GO:0006935","chemotaxis","16/288","474/18860",0.0337552742616034,2.21050164088139,3.32381743874099,0.00267740126564109,0.0378133491306452,0.0308458063859839,"3958/10457/11151/3315/301/1845/718/1991/2247/3685/10059/5594/9097/644/811/1113",16
"EC","GO:0009306","protein secretion","14/288","388/18860",0.0360824742268041,2.3629009163803,3.37792049122531,0.00268676547596788,0.0378133491306452,0.0308458063859839,"6717/5910/2244/2746/2243/5798/2266/5048/5715/10059/5581/23236/1113/399687",14
"EC","GO:0097479","synaptic vesicle localization","5/288","63/18860",0.0793650793650794,5.19731040564374,4.15550040175734,0.00273663504320005,0.0383659261676534,0.031296564773928,"3800/8867/8120/8943/26052",5
"EC","GO:0042330","taxis","16/288","476/18860",0.0336134453781513,2.20121381886088,3.30544569871093,0.00279049742988204,0.0389699969261904,0.0317893285753276,"3958/10457/11151/3315/301/1845/718/1991/2247/3685/10059/5594/9097/644/811/1113",16
"EC","GO:0006958","complement activation, classical pathway","4/288","39/18860",0.102564102564103,6.71652421652422,4.4500945703434,0.00287638322729198,0.0398915081505593,0.0325410408003194,"718/1191/721/714",4
"EC","GO:0035592","establishment of protein localization to extracellular region","14/288","391/18860",0.0358056265984655,2.34477124183007,3.34611865932477,0.00287948885835088,0.0398915081505593,0.0325410408003194,"6717/5910/2244/2746/2243/5798/2266/5048/5715/10059/5581/23236/1113/399687",14
"EC","GO:0046887","positive regulation of hormone secretion","8/288","157/18860",0.0509554140127389,3.33687190375088,3.66146875953227,0.00288957012315359,0.0398915081505593,0.0325410408003194,"2244/2746/2243/2266/5715/5581/23236/9255",8
"EC","GO:0045055","regulated exocytosis","10/288","230/18860",0.0434782608695652,2.84722222222222,3.50996569393995,0.00291506024905781,0.0400903913340004,0.0327032774789235,"11151/8541/6812/8867/22895/9885/5217/1113/85477/91683",10
"EC","GO:0019693","ribose phosphate metabolic process","14/288","392/18860",0.0357142857142857,2.33878968253968,3.3355825562989,0.0029462002149006,0.040365174913998,0.0329274290365486,"4705/2203/29789/10606/4709/318/1291/57103/10059/23788/55753/3303/3304/5224",14
"EC","GO:0106027","neuron projection organization","6/288","93/18860",0.0645161290322581,4.22491039426523,3.88228966653241,0.00302294422393287,0.0412603368225101,0.0336576471089725,"22924/1627/1639/9456/5048/1742",6
"EC","GO:0050900","leukocyte migration","14/288","397/18860",0.035264483627204,2.30933389308704,3.28337710281772,0.00329908459997331,0.0442280660406349,0.0360785382221089,"3958/11151/301/718/1991/5048/10059/5594/4478/23236/811/3679/1113/9255",14
"EC","GO:0030812","negative regulation of nucleotide catabolic process","3/288","20/18860",0.15,9.82291666666667,4.91601231924842,0.00331374229942274,0.0442280660406349,0.0360785382221089,"2203/57103/23788",3
"EC","GO:0033122","negative regulation of purine nucleotide catabolic process","3/288","20/18860",0.15,9.82291666666667,4.91601231924842,0.00331374229942274,0.0442280660406349,0.0360785382221089,"2203/57103/23788",3
"EC","GO:0045820","negative regulation of glycolytic process","3/288","20/18860",0.15,9.82291666666667,4.91601231924842,0.00331374229942274,0.0442280660406349,0.0360785382221089,"2203/57103/23788",3
"EC","GO:0061003","positive regulation of dendritic spine morphogenesis","3/288","20/18860",0.15,9.82291666666667,4.91601231924842,0.00331374229942274,0.0442280660406349,0.0360785382221089,"22924/1627/5048",3
"EC","GO:2000434","regulation of protein neddylation","3/288","20/18860",0.15,9.82291666666667,4.91601231924842,0.00331374229942274,0.0442280660406349,0.0360785382221089,"10920/10980/51138",3
"EC","GO:0034605","cellular response to heat","5/288","66/18860",0.0757575757575758,4.96106902356902,4.01421845666927,0.00335320186594528,0.0445901880482503,0.0363739351015659,"9531/3320/3303/3304/3326",5
"EC","GO:0071692","protein localization to extracellular region","14/288","398/18860",0.0351758793969849,2.303531546622,3.27302969336489,0.00337365404134698,0.0446978266210697,0.0364617400342996,"6717/5910/2244/2746/2243/5798/2266/5048/5715/10059/5581/23236/1113/399687",14
"EC","GO:0035296","regulation of tube diameter","8/288","162/18860",0.0493827160493827,3.23388203017833,3.55587430402516,0.0034997533732866,0.046031301640646,0.0375495070060186,"120/5910/2876/2244/2243/2266/6648/9475",8
"EC","GO:0097746","blood vessel diameter maintenance","8/288","162/18860",0.0493827160493827,3.23388203017833,3.55587430402516,0.0034997533732866,0.046031301640646,0.0375495070060186,"120/5910/2876/2244/2243/2266/6648/9475",8
"EC","GO:1901879","regulation of protein depolymerization","6/288","96/18860",0.0625,4.09288194444444,3.78322773007411,0.00354005213527994,0.0463926397583607,0.0378442644362688,"120/11034/23332/822/88/85477",6
"EC","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","5/288","67/18860",0.0746268656716418,4.8870232172471,3.96901477670659,0.00357925963980946,0.0464020864415441,0.0378519704598601,"3315/2876/2247/6648/6416",5
"EC","GO:1901799","negative regulation of proteasomal protein catabolic process","5/288","67/18860",0.0746268656716418,4.8870232172471,3.96901477670659,0.00357925963980946,0.0464020864415441,0.0378519704598601,"6449/1457/7874/9097/3326",5
"EC","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","5/288","67/18860",0.0746268656716418,4.8870232172471,3.96901477670659,0.00357925963980946,0.0464020864415441,0.0378519704598601,"6449/1457/7874/9097/3326",5
"EC","GO:0035150","regulation of tube size","8/288","163/18860",0.049079754601227,3.21404226312202,3.5352487839019,0.00363294908312857,0.0469299172631287,0.0382825424060503,"120/5910/2876/2244/2243/2266/6648/9475",8
"EC","GO:0043085","positive regulation of catalytic activity","12/288","318/18860",0.0377358490566038,2.47117400419287,3.29477339568327,0.00371561703579122,0.0477508914759496,0.0389522427155644,"7164/4594/10920/10486/1991/6281/2247/57103/1917/375790/6000/92154",12
"EC","GO:0040001","establishment of mitotic spindle localization","4/288","42/18860",0.0952380952380952,6.23677248677249,4.23085221925648,0.00377692282313587,0.0477508914759496,0.0389522427155644,"2697/1639/5048/23332",4
"EC","GO:0045022","early endosome to late endosome transport","4/288","42/18860",0.0952380952380952,6.23677248677249,4.23085221925648,0.00377692282313587,0.0477508914759496,0.0389522427155644,"7430/5594/4478/29934",4
"EC","GO:0045429","positive regulation of nitric oxide biosynthetic process","4/288","42/18860",0.0952380952380952,6.23677248677249,4.23085221925648,0.00377692282313587,0.0477508914759496,0.0389522427155644,"1191/6648/3320/3326",4
"EC","GO:0001885","endothelial cell development","5/288","68/18860",0.0735294117647059,4.81515522875817,3.92469944641277,0.00381604999269596,0.0477508914759496,0.0389522427155644,"7430/2876/4478/9475/23236",5
"EC","GO:0098930","axonal transport","5/288","68/18860",0.0735294117647059,4.81515522875817,3.92469944641277,0.00381604999269596,0.0477508914759496,0.0389522427155644,"3800/3315/5048/8120/8943",5
"EC","GO:0048268","clathrin coat assembly","3/288","21/18860",0.142857142857143,9.35515873015873,4.77047545781595,0.00382276044106247,0.0477508914759496,0.0389522427155644,"8522/9829/8301",3
"EC","GO:0110096","cellular response to aldehyde","3/288","21/18860",0.142857142857143,9.35515873015873,4.77047545781595,0.00382276044106247,0.0477508914759496,0.0389522427155644,"217/128/2098",3
"EC","GO:1902004","positive regulation of amyloid-beta formation","3/288","21/18860",0.142857142857143,9.35515873015873,4.77047545781595,0.00382276044106247,0.0477508914759496,0.0389522427155644,"1191/9475/8301",3
"EC","GO:0097191","extrinsic apoptotic signaling pathway","10/288","239/18860",0.0418410041841004,2.74000464900046,3.37111909612708,0.00382852046669212,0.0477508914759496,0.0389522427155644,"3958/9531/2876/2244/2243/2266/3685/3303/3304/5518",10
"EC","GO:0006898","receptor-mediated endocytosis","11/288","279/18860",0.039426523297491,2.58188968538431,3.31489663565199,0.00388144851708307,0.0482446710869053,0.0393550377767547,"302/8522/9829/7430/718/1191/9146/408/3208/8301/1742",11
